id,time,date_precision,latitude,longitude,loc_precision,place,cause,deaths,tier,notes
unimak-1946,1946-04-01T00:00:00Z,day,53.5,-163.0,point,"Unimak Island, Aleutians, Alaska, USA",earthquake,165,largest,"Mw 8.6; Aleutian tsunami"
assam-tibet-1950,1950-08-15T14:09:00Z,minute,28.5,96.5,point,"Assam-Tibet, India/China border",earthquake,4800,largest,"Mw 8.6"
kamchatka-1952,1952-11-04T16:58:00Z,minute,52.3,159.5,point,"Offshore Kamchatka, Russia",earthquake,,largest,"Mw 9.0; also in anchors.toml"
andreanof-1957,1957-03-09T00:00:00Z,day,51.5,-175.5,point,"Andreanof Islands, Aleutians, Alaska",earthquake,,largest,"Mw 8.6"
valdivia-1960,1960-05-22T19:11:00Z,minute,-38.2,-73.1,point,"Valdivia, Chile",earthquake,5700,largest,"Mw 9.5 — LARGEST RECORDED; also in anchors.toml"
alaska-1964,1964-03-27T03:36:00Z,minute,61.0,-147.7,point,"Prince William Sound, Alaska, USA",earthquake,131,largest,"Mw 9.2; also in anchors.toml"
rat-islands-1965,1965-02-04T00:00:00Z,day,51.3,178.5,point,"Rat Islands, Aleutians, Alaska",earthquake,,largest,"Mw 8.7"
sumatra-2004,2004-12-26T00:58:53Z,minute,3.3,95.9,point,"Off west coast of northern Sumatra, Indonesia",earthquake,228000,largest,"Mw 9.1-9.3; tsunami killed most; also in anchors.toml"
nias-2005,2005-03-28T16:09:00Z,minute,2.1,97.0,point,"Nias-Simeulue, Sumatra, Indonesia",earthquake,1300,largest,"Mw 8.6"
maule-2010,2010-02-27T06:34:00Z,minute,-35.9,-72.7,point,"Offshore Maule, Chile",earthquake,525,largest,"Mw 8.8"
tohoku-2011,2011-03-11T05:46:24Z,minute,38.3,142.4,point,"Offshore Tohoku, Japan",earthquake,19000,largest,"Mw 9.0-9.1; tsunami major factor; also in anchors.toml"
sumatra-2012,2012-04-11T08:38:00Z,minute,2.3,93.1,point,"Off west coast of northern Sumatra",earthquake,,largest,"Mw 8.6; strike-slip"
messina-1908,1908-12-28T05:20:00Z,minute,38.2,15.6,point,"Strait of Messina, Italy",earthquake,95000,deadliest,"Mw ~7.1; quake + tsunami; 70,000-120,000 deaths"
haiyuan-1920,1920-12-16T12:05:00Z,minute,36.6,105.3,point,"Haiyuan, Ningxia/Gansu, China",earthquake,235000,deadliest,"Mw 7.8-8.3; landslides; 200,000-273,000 deaths"
kanto-1923,1923-09-01T02:58:00Z,minute,35.3,139.5,point,"Kanto (Tokyo-Yokohama), Japan",earthquake,124000,deadliest,"Mw 7.9; fires the major factor; 105,000-143,000 deaths"
gulang-1927,1927-05-22T00:00:00Z,day,37.4,102.8,region,"Gulang/Xining, Gansu/Qinghai, China",earthquake,120000,deadliest,"Mw ~7.6-7.9; 40,000-200,000 deaths"
quetta-1935,1935-05-30T00:00:00Z,day,30.0,66.9,point,"Quetta, Pakistan (then British India)",earthquake,45000,deadliest,"Mw 7.5-7.7; 30,000-60,000 deaths"
ashgabat-1948,1948-10-05T20:12:00Z,minute,37.9,58.4,point,"Ashgabat, Turkmenistan",earthquake,110000,deadliest,"Mw 7.3"
ancash-1970,1970-05-31T15:23:00Z,minute,-9.2,-78.8,point,"Ancash/Yungay, Peru",earthquake,68000,deadliest,"Mw 7.9; Huascaran landslide; 66,000-70,000 deaths"
tangshan-1976,1976-07-27T19:42:00Z,minute,39.6,118.2,point,"Tangshan, Hebei, China",earthquake,300000,deadliest,"Mw 7.5-7.6; 242,000-655,000 deaths"
kashmir-2005,2005-10-08T03:50:00Z,minute,34.5,73.6,point,"Muzaffarabad, Kashmir, Pakistan/India",earthquake,87000,deadliest,"Mw 7.6"
wenchuan-2008,2008-05-12T06:28:00Z,minute,31.0,103.4,point,"Wenchuan, Sichuan, China",earthquake,87600,deadliest,"Mw 7.9"
haiti-2010,2010-01-12T21:53:00Z,minute,18.5,-72.5,point,"Leogane / Port-au-Prince, Haiti",earthquake,200000,deadliest,"Mw 7.0; 100,000-316,000 deaths"
turkey-syria-2023,2023-02-06T01:17:00Z,minute,37.2,37.0,point,"Kahramanmaras, Turkey / Syria",earthquake,62000,deadliest,"Mw 7.8 then 7.5-7.7 the same day; first shock 04:17 local"
